Account_Length,Area_Code,Phone_Number,International_Plan,Voice_Mail_Plan,Voice_Mail_Messages,Total_Day_Minutes,Total_Day_Calls,Total_Day_Charge,Total_Evening_Minutes,Total_Evening_Calls,Total_Evening_Charge,Total_Night_Minutes,Total_Night_Calls,Total_Night_Charge,Total_International_Minutes,Total_International_Calls,Total_International_Charge,Customer_Service_Calls,Churn,Total_Minutes,Total_Calls,Total_Charges,Avg_Call_Duration,Customer_Service_Category
105,510,3648128,no,no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,False,639.9,324,57.49999999999999,1.9749999999999999,Low
63,415,3567817,no,yes,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,False,773.0,259,73.05,2.9845559845559846,Low
105,415,4046357,no,yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,False,778.6,329,79.55000000000001,2.366565349544073,Low
68,415,3982138,yes,yes,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,False,696.9000000000001,306,61.31999999999999,2.277450980392157,Low
63,408,3788029,yes,yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1,False,519.7,306,50.49,1.6983660130718956,Low
74,415,3864215,no,no,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,False,428.70000000000005,327,42.6,1.3110091743119268,Low
76,415,3678156,no,no,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,False,602.7,266,61.23,2.265789473684211,Low
91,408,3828079,yes,no,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,True,598.1,316,67.72,1.8927215189873419,Low
101,415,3542985,no,no,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,False,583.9000000000001,365,65.41000000000001,1.5997260273972604,High
116,408,3736922,no,no,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,True,790.5999999999999,313,84.82000000000001,2.525878594249201,Low
131,415,3977125,no,yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,False,714.7,339,65.84,2.1082595870206493,Low
84,415,3336296,no,no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,False,641.2,328,65.98,1.954878048780488,Low
104,415,3656022,no,no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,False,523.3,260,50.6,2.0126923076923076,Low
108,510,3651688,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,False,712.1999999999999,280,70.0,2.543571428571428,Low
111,415,3824872,no,no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,False,615.8,340,58.95,1.8111764705882352,Low
155,408,3676136,no,yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,False,555.0,314,45.67,1.767515923566879,Low
66,510,4043592,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,False,672.9,283,65.65,2.37773851590106,Low
64,510,4152949,no,no,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,False,557.6,262,61.419999999999995,2.1282442748091603,Low
69,415,3758880,no,no,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,False,664.3,321,70.61999999999999,2.0694704049844237,Low
116,415,3356832,no,no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,False,653.5999999999999,254,71.75,2.5732283464566925,Low
101,415,3618367,no,no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,False,564.5,315,68.0,1.7920634920634921,Low
15,415,4082002,no,no,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,False,588.3000000000001,254,53.88,2.316141732283465,Low
88,415,3478659,no,no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,True,705.5,328,82.76,2.1509146341463414,Low
197,415,3762922,no,no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,False,645.2,319,69.17,2.0225705329153607,Low
50,415,3822182,yes,no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,True,583.1999999999999,278,54.120000000000005,2.0978417266187046,Low
172,510,4082089,no,no,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,False,760.5999999999999,296,65.63,2.5695945945945944,Low
188,415,3696890,yes,yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,True,578.3,303,60.779999999999994,1.9085808580858084,Low
85,408,3472951,yes,no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,False,560.2,325,51.18999999999999,1.7236923076923079,Low
103,510,4206324,yes,no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,True,717.8,352,72.65,2.0392045454545453,Low
136,408,4027650,no,yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,False,564.4,345,59.96000000000001,1.6359420289855071,Low
155,408,3912702,no,yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,False,506.6,290,57.769999999999996,1.746896551724138,Low
145,415,3833375,no,no,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,False,520.6,306,47.269999999999996,1.7013071895424838,Low
116,510,3922733,no,yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2,False,560.0,312,60.9,1.794871794871795,Low
152,408,3979933,no,no,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,False,563.8,282,52.56,1.9992907801418438,Low
65,415,3839306,yes,no,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,True,699.8,316,74.52,2.2145569620253163,Low
180,415,3691929,no,no,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3,True,697.6999999999999,284,71.01,2.4566901408450703,Low
67,415,3694377,no,no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,False,527.7,388,48.97,1.3600515463917526,Low
60,415,3669430,no,no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,False,628.6,345,60.489999999999995,1.8220289855072465,Low
138,510,3537407,no,no,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,False,684.1,261,69.52000000000001,2.621072796934866,Low
44,415,3597426,no,no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,True,665.4000000000001,302,76.19,2.203311258278146,Low
25,510,3327391,no,no,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,False,685.7,274,72.79,2.502554744525548,Low
145,408,4056559,no,no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,False,621.8,297,62.95,2.0936026936026932,Low
122,510,3388784,no,yes,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,False,577.6999999999999,237,57.82999999999999,2.4375527426160333,Low
121,415,4156347,no,no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,True,567.5,298,54.660000000000004,1.9043624161073827,Low
55,510,3545058,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,False,338.9,272,36.36,1.245955882352941,Low
77,415,3425701,no,no,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,False,611.2,285,64.84,2.144561403508772,Low
12,415,3784179,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,False,609.0,290,63.68,2.1,Low
64,510,4076391,no,no,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,False,516.2,288,59.76,1.7923611111111113,Low
92,415,4043105,no,yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,False,599.3,290,59.220000000000006,2.066551724137931,Low
125,415,3909735,yes,yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,True,713.2,316,75.07000000000001,2.2569620253164557,Low
160,408,3504820,no,no,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,False,653.8,369,65.16,1.7718157181571814,Low
79,415,3838807,no,no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,False,584.1,317,58.63,1.8425867507886435,Low
36,415,3668382,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,False,698.5999999999999,318,70.28,2.1968553459119495,Low
102,415,4029704,no,no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,False,621.1,350,60.43,1.7745714285714287,Low
138,408,4052209,yes,no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,False,647.9,296,72.29,2.1888513513513512,Low
164,510,3973939,no,no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,False,581.8,292,61.83,1.9924657534246575,Low
125,415,3432689,no,no,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,True,707.3,244,74.97,2.8987704918032784,Low
72,408,3839448,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,False,507.70000000000005,311,53.53,1.6324758842443732,Low
74,415,3596232,no,no,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,True,807.8,311,87.27999999999999,2.597427652733119,Low
134,415,3699772,no,yes,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,False,658.6999999999999,276,65.55,2.3865942028985505,Low
145,415,3817003,no,no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,False,689.1,281,66.76,2.4523131672597867,Low
136,510,3526732,no,no,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,False,463.5,314,45.45,1.4761146496815287,Low
209,510,3887540,no,no,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,True,712.2,308,75.08,2.3123376623376624,Low
66,415,3563333,yes,no,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,False,655.0,282,64.36,2.3226950354609928,Low
152,510,3339664,no,yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,False,489.79999999999995,340,54.5,1.4405882352941175,Low
162,408,3633763,no,no,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,False,408.20000000000005,367,33.0,1.1122615803814715,Low
72,510,3457900,no,no,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,False,514.9000000000001,329,48.75000000000001,1.5650455927051674,Low
101,415,4005511,no,no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,False,655.1,295,72.82,2.220677966101695,Low
125,415,3817597,no,no,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,False,553.2,318,61.54,1.739622641509434,Low
46,408,4049775,no,no,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,False,366.9,279,30.48,1.3150537634408601,Low
132,408,3894608,no,no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,True,726.0,326,80.44,2.226993865030675,Low
193,415,4031742,no,yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,False,363.1,274,32.86,1.325182481751825,Low
63,510,3289797,no,no,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,True,723.6,302,78.4,2.3960264900662254,Low
124,510,3599223,no,no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,False,645.1,361,65.65,1.7869806094182825,Low
144,415,3367696,no,no,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,False,629.0,298,57.8,2.110738255033557,Low
116,408,3692214,no,yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,False,560.3,320,57.66,1.7509374999999998,Low
189,415,4111325,no,yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,False,536.1999999999999,280,54.809999999999995,1.9149999999999998,Low
97,408,4107553,no,yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,False,787.4000000000001,277,79.62,2.8425992779783398,Low
137,510,3764284,no,yes,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,False,592.2,304,59.81,1.948026315789474,Low
142,415,3342800,no,yes,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,False,552.7,351,51.69,1.5746438746438747,Low
84,510,3691904,no,no,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,False,613.8,336,63.47999999999999,1.8267857142857142,Low
119,415,3593833,no,yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,False,627.2,339,61.25000000000001,1.850147492625369,Low
158,415,3485569,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,False,597.5,283,57.25,2.1113074204946995,Low
50,415,3421960,no,no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,False,599.1000000000001,338,71.13000000000001,1.772485207100592,Low
98,408,3529050,no,no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,False,461.3,288,46.309999999999995,1.6017361111111112,Low
101,415,3905316,no,yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,False,464.90000000000003,280,44.56999999999999,1.660357142857143,Low
182,415,4188568,no,no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,True,686.6,347,75.15,1.9786743515850145,Low
51,408,4014844,no,no,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,False,517.8,270,52.75,1.9177777777777776,Low
117,510,3765471,no,no,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,False,510.99999999999994,346,57.540000000000006,1.4768786127167628,Low
92,415,4092917,yes,no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,False,591.4,340,66.93,1.7394117647058822,Low
86,408,3696308,no,no,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,False,605.9,320,58.580000000000005,1.8934374999999999,Low
122,415,3577385,no,no,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,False,563.8,322,51.2,1.7509316770186334,Low
156,408,4057119,no,yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,False,651.2,372,64.66999999999999,1.7505376344086023,Low
127,510,4053309,no,no,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,True,719.4,317,74.83,2.2694006309148262,Low
130,408,3844938,yes,no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,True,723.5,317,77.92,2.282334384858044,High
158,408,3772725,no,no,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,False,664.3,287,61.709999999999994,2.3146341463414632,Low
145,510,4056398,yes,yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,False,573.3000000000001,311,56.339999999999996,1.8434083601286175,Low
90,415,3559366,yes,yes,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,True,584.4000000000001,287,57.970000000000006,2.03623693379791,Low
127,510,4031128,no,yes,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,False,508.5,376,35.43,1.3523936170212767,Low
109,415,3849682,no,no,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,False,648.6999999999999,366,62.89,1.7724043715846993,Low
88,415,3525393,no,no,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,False,483.9,280,52.27,1.7282142857142857,Low
101,510,3951229,no,yes,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,False,520.0,311,54.25,1.6720257234726688,Low
171,510,3619195,no,no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,False,630.9000000000001,292,61.38,2.160616438356165,Low
21,415,3516366,no,no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,False,666.8,369,69.35,1.8070460704607045,Low
145,408,3464919,no,yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,False,686.5,327,69.3,2.099388379204893,Low
90,415,3549068,no,no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,False,716.4000000000001,311,69.52,2.303536977491962,Low
33,408,3692743,no,no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,False,464.4,326,50.260000000000005,1.4245398773006135,Low
61,408,3431347,no,yes,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,True,469.9,295,43.78,1.5928813559322033,Low
107,415,3365495,no,no,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,False,535.3,321,59.17,1.6676012461059189,Low
147,408,3764292,no,no,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,True,795.6,258,80.71000000000001,3.083720930232558,Low
117,510,3918677,no,no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,False,525.4,252,52.480000000000004,2.0849206349206346,Low
95,415,3507273,no,no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,False,617.9,337,67.82,1.8335311572700297,Low
186,510,4006454,no,no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,False,480.6,306,48.31999999999999,1.5705882352941176,Low
128,415,4223052,no,no,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,False,648.6999999999999,278,64.2,2.3334532374100716,Low
55,408,3656756,no,yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,False,572.2,323,52.120000000000005,1.7715170278637773,Low
134,415,4064158,no,no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,False,378.6,268,27.77,1.4126865671641793,Low
96,415,3834641,no,yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,False,692.0,292,62.46999999999999,2.3698630136986303,Low
107,415,3685165,no,no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,False,629.3,268,67.08,2.3481343283582086,Low
123,415,3782432,no,no,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,False,356.3,295,42.49,1.2077966101694915,Low
35,415,3624159,no,no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,False,753.7,250,68.95,3.0148,Low
74,408,3637979,no,no,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,False,667.0,376,64.51,1.773936170212766,Low
130,408,3349818,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,False,437.8,366,43.69,1.196174863387978,Low
137,408,3525787,yes,no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,True,691.5999999999999,272,71.03999999999999,2.5426470588235293,Low
88,415,3323617,no,no,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,False,599.3,338,59.50999999999999,1.773076923076923,Low
80,408,3279957,no,no,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,False,394.4,272,32.89,1.45,Low
116,408,3387527,no,yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,False,542.0,340,53.11,1.5941176470588236,Low
123,510,3488711,no,yes,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,False,764.5999999999999,304,78.99000000000001,2.515131578947368,Low
120,415,4213226,no,no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,False,506.5999999999999,327,48.19,1.5492354740061158,Low
146,415,3914358,yes,no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,False,650.7,309,58.080000000000005,2.105825242718447,Low
106,510,3792523,no,yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,False,501.4,299,48.47,1.6769230769230767,Low
121,408,4192369,no,yes,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,False,524.9000000000001,305,46.83,1.7209836065573774,Low
137,510,3821227,no,no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,False,550.8000000000001,254,51.6,2.1685039370078742,Low
84,408,4095749,no,yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,False,526.5,237,47.32,2.221518987341772,Low
67,510,3627951,no,yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,False,607.4,246,60.160000000000004,2.4691056910569107,Low
161,408,4153537,no,no,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,True,511.29999999999995,301,50.78,1.6986710963455147,Low
134,510,3733959,no,yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,True,665.1,319,71.22,2.0849529780564264,Low
62,415,3581346,yes,yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,True,660.5,365,69.46000000000001,1.8095890410958904,Low
120,415,3818422,no,yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,False,637.8,293,68.57,2.17679180887372,Low
130,408,3609005,no,yes,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,False,599.7,368,61.76,1.6296195652173915,Low
20,408,3445967,no,no,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,False,725.6000000000001,251,68.91,2.890836653386455,Low
68,415,3966390,no,no,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,False,579.0,328,56.69,1.7652439024390243,Low
112,415,3465036,no,no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,False,608.1,356,63.87999999999999,1.7081460674157305,Low
77,408,3287252,no,no,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,False,691.5,278,65.37,2.487410071942446,Low
109,415,3601745,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,False,665.5,246,66.57,2.7052845528455283,Low
108,415,3582046,no,no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,False,620.8,303,62.51,2.0488448844884486,Low
79,415,3446935,no,yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,False,632.6,323,61.25,1.958513931888545,Low
119,408,4019665,no,no,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,True,724.4,262,74.67999999999999,2.764885496183206,Low
38,510,3995291,no,no,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,True,534.6,318,56.56,1.6811320754716983,High
109,415,4096588,no,yes,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,True,608.4,322,53.839999999999996,1.88944099378882,High
78,415,3585721,no,no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,False,514.6,285,45.150000000000006,1.8056140350877194,Low
134,415,4147446,no,no,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,False,698.2,345,73.42999999999999,2.0237681159420293,Low
47,415,3299517,no,yes,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,False,584.4,306,53.75,1.9098039215686273,Low
59,408,4159553,no,yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,False,404.0,285,40.29,1.4175438596491228,Low
151,415,4133177,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,False,717.6,294,69.6,2.440816326530612,Low
129,415,3475113,no,no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,False,498.5,375,42.02,1.3293333333333333,Low
107,510,3302662,no,yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,False,763.2,326,81.98,2.341104294478528,Low
137,408,3305824,yes,no,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,True,688.5999999999999,332,75.54,2.0740963855421684,Low
76,510,4111261,no,no,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,False,506.4,295,44.66,1.7166101694915255,Low
24,415,3298788,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,False,553.1,399,62.61,1.3862155388471178,Low
169,408,3337869,no,no,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,False,515.0999999999999,263,52.50000000000001,1.9585551330798476,Low
30,408,3994800,no,no,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,False,490.7,273,38.29,1.7974358974358975,Low
70,415,4022072,no,no,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,False,572.1,308,59.96,1.8574675324675325,Low
52,510,4036187,yes,no,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,True,651.0,253,71.06,2.5731225296442686,Low
3,408,3552872,no,no,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,False,682.0,297,59.47,2.2962962962962963,Low
38,415,3862970,no,no,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,False,543.8,319,50.72,1.7047021943573666,Low
104,415,3896081,no,no,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,False,584.5,282,66.98,2.0726950354609928,Low
27,408,3487556,no,no,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,False,519.9000000000001,330,43.92999999999999,1.5754545454545457,Low
